Date,All,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Other
24/10/13,1077,0,226,103,198,0,2,0,547,1
27/10/13,1169,0,97,119,283,1,5,0,664,0
26/10/13,851,0,171,119,217,1,4,2,337,0
21/10/13,1014,0,125,78,377,3,0,0,431,0
20/10/13,849,0,200,154,163,0,17,4,311,0
23/10/13,1299,0,107,69,124,0,1,0,998,0
22/10/13,922,0,14,126,250,0,0,0,532,0
8/7/01,308,0,2,223,34,2,0,0,47,0
9/7/01,234,0,8,87,95,6,0,0,38,0
5/12/17,735,0,9,368,220,1,0,0,137,0
4/12/17,887,0,3,446,127,7,0,0,304,0
7/12/17,1365,0,47,882,275,0,0,0,161,0
6/12/17,1454,0,15,634,541,0,0,0,264,0
1/12/17,1274,0,1,150,121,0,0,0,1002,0
3/12/17,661,0,2,138,35,8,0,0,478,0
2/12/17,935,0,1,213,4,2,0,0,715,0
9/12/17,1073,0,8,494,185,0,0,7,379,0
8/12/17,1221,0,7,731,214,1,0,5,263,0
3/5/15,1264,0,77,410,31,9,0,31,706,0
2/5/15,935,0,13,189,42,19,0,10,662,0
1/5/15,1899,0,80,356,40,67,15,236,1105,0
7/5/15,1526,0,64,567,290,4,0,1,600,0
6/5/15,1484,0,63,561,91,13,0,6,750,0
5/5/15,990,0,91,425,83,1,0,4,386,0
4/5/15,1028,0,82,364,65,10,0,48,459,0
9/5/15,1200,1,34,364,200,1,0,0,600,0
8/5/15,1580,0,46,612,38,3,0,4,877,0
16/4/14,742,0,109,30,15,52,11,85,440,0
17/4/14,951,0,102,35,24,122,6,269,393,0
14/4/14,422,0,59,21,8,42,16,114,162,0
15/4/14,737,0,91,55,19,122,6,44,400,0
12/4/14,214,0,13,2,11,2,5,2,179,0
13/4/14,145,0,5,13,13,1,6,2,105,0
10/4/14,244,0,4,5,20,7,2,0,206,0
11/4/14,192,0,11,0,22,0,0,0,159,0
18/4/14,173,0,40,14,33,0,0,7,79,0
19/4/14,336,0,62,37,25,0,0,7,205,0
18/2/05,219,0,30,0,80,0,0,0,109,0
19/2/05,169,0,11,2,37,0,0,9,110,0
16/2/05,284,0,32,16,91,0,2,2,141,0
17/2/05,262,0,71,5,89,2,0,2,93,0
14/2/05,314,0,63,28,120,1,0,0,102,0
15/2/05,276,0,38,12,105,0,0,0,121,0
12/2/05,421,0,17,7,67,0,0,0,330,0
13/2/05,172,0,27,6,53,0,0,0,86,0
10/2/05,176,0,23,39,36,1,0,0,77,0
11/2/05,186,0,18,4,51,0,0,0,113,0
18/11/12,2620,0,114,390,699,237,0,1,1179,0
19/11/12,3946,0,58,266,1476,231,0,1,1914,0
30/6/07,351,0,4,246,78,0,3,0,20,0
30/3/02,311,0,2,123,3,1,0,0,182,0
31/3/02,142,0,16,20,26,0,3,2,75,0
28/9/05,817,0,30,398,305,0,0,0,84,0
29/9/05,834,0,19,189,553,1,0,1,71,0
26/9/05,580,0,6,397,112,0,9,0,56,0
27/9/05,682,0,27,141,469,0,6,0,39,0
24/9/05,705,0,48,363,230,0,2,0,62,0
25/9/05,573,0,16,190,363,0,1,0,3,0
22/9/05,704,1,63,225,349,0,0,0,66,0
23/9/05,700,2,67,200,359,0,0,0,72,0
20/9/05,531,0,82,185,227,3,0,0,34,0
21/9/05,899,1,43,540,244,3,0,6,62,0
28/4/17,305,0,58,47,51,3,8,0,138,0
29/4/17,525,0,58,157,41,1,12,4,252,0
19/5/10,322,0,76,12,26,10,6,59,133,0
18/5/10,122,0,44,0,21,17,0,7,33,0
20/4/17,1186,1,352,68,75,0,14,65,611,0
21/4/17,369,0,7,8,32,51,8,0,263,0
22/4/17,303,0,23,34,36,2,0,4,204,0
23/4/17,396,0,70,50,68,29,0,27,152,0
24/4/17,255,0,82,28,33,0,0,15,97,0
25/4/17,323,0,27,91,60,1,0,8,136,0
26/4/17,256,0,7,5,22,0,1,1,220,0
27/4/17,636,0,18,83,26,10,4,0,495,0
6/5/01,334,0,7,55,52,2,0,1,217,0
30/8/14,892,0,13,345,168,13,0,3,350,0
31/8/14,1242,1,56,648,266,0,1,12,258,0
30/10/11,2669,0,11,608,1788,37,0,0,225,0
31/10/11,2243,0,8,853,1077,7,0,0,298,0
30/7/06,507,0,30,180,127,1,0,0,169,0
31/7/06,454,0,21,248,78,0,0,0,107,0
23/7/06,322,0,9,192,23,2,0,0,96,0
26/4/01,731,0,21,307,27,1,0,11,364,0
22/7/06,266,0,11,187,39,0,0,1,28,0
21/7/06,208,0,12,128,31,0,0,0,37,0
22/3/03,145,0,19,26,23,0,6,0,71,0
23/3/03,115,0,17,18,36,0,0,0,44,0
20/3/03,152,0,41,30,35,0,0,2,44,0
21/3/03,230,0,61,22,17,0,0,0,130,0
26/3/03,205,0,58,7,27,11,18,40,44,0
27/3/03,254,0,52,15,15,35,11,20,106,0
24/3/03,164,0,56,14,13,29,20,10,22,0
25/3/03,323,0,58,20,63,21,24,50,87,0
27/7/06,385,0,3,261,47,2,0,0,72,0
28/3/03,73,0,19,12,8,6,2,9,17,0
29/3/03,110,0,24,24,9,12,7,1,33,0
26/7/06,293,0,3,119,136,0,0,0,35,0
17/12/12,800,0,58,5,679,0,0,1,57,0
23/12/09,309,0,25,4,251,0,0,0,29,0
15/12/12,1157,0,8,94,1018,3,0,1,33,0
21/12/09,207,4,9,8,87,4,1,2,92,0
13/12/12,1138,0,80,223,808,6,0,0,21,0
27/12/09,148,0,1,19,44,2,0,0,82,0
11/12/12,1505,0,48,228,987,29,3,3,207,0
10/12/12,1771,0,11,121,1422,12,0,0,205,0
28/12/09,202,0,5,49,64,0,0,0,84,0
29/12/09,302,0,2,25,48,4,2,1,220,0
19/12/12,773,0,3,12,700,1,0,2,55,0
18/12/12,650,0,40,27,494,0,0,3,86,0
11/11/02,3121,0,16,1115,240,32,7,1,1710,0
1/4/02,179,0,0,96,5,3,0,3,72,0
13/11/02,2621,0,65,998,330,24,1,0,1203,0
12/11/02,2906,0,67,711,284,92,6,2,1744,0
4/4/02,351,0,14,128,16,0,1,1,191,0
14/11/02,2327,0,31,1149,156,37,4,0,950,0
17/11/02,1845,0,76,674,264,11,0,0,820,0
16/11/02,2155,0,0,939,151,64,12,0,989,0
8/4/02,390,0,7,242,8,50,9,12,62,0
18/11/02,1682,0,93,542,246,5,5,0,791,0
23/2/16,3,0,0,0,1,0,0,0,2,0
22/2/16,58,0,9,1,7,0,1,0,40,0
21/2/16,33,0,2,0,4,0,0,0,27,0
20/2/16,27,0,2,0,15,0,0,0,10,0
27/2/16,76,0,5,23,27,0,0,0,21,0
26/2/16,117,0,16,1,54,0,0,0,46,0
25/2/16,63,0,20,4,21,0,0,0,18,0
24/2/16,104,0,29,6,29,0,0,0,40,0
29/2/16,127,0,33,13,10,3,2,0,66,0
28/2/16,49,0,10,11,19,0,0,0,9,0
30/11/15,823,0,27,122,117,18,0,3,536,0
29/5/13,272,0,115,48,12,4,8,13,72,0
28/5/13,173,0,65,15,11,14,0,38,30,0
27/5/13,202,0,22,89,4,1,2,13,71,0
26/5/13,142,1,28,43,16,0,6,0,48,0
25/5/13,343,0,15,167,4,2,3,4,148,0
24/5/13,183,0,26,51,8,0,2,25,71,0
23/5/13,92,0,11,36,1,4,0,16,24,0
22/5/13,28,0,2,5,0,0,0,10,11,0
21/5/13,83,0,42,9,8,2,0,16,6,0
20/5/13,312,0,167,44,23,34,4,35,5,0
29/4/09,548,0,23,261,62,11,21,0,170,0
28/4/09,1038,0,34,407,66,2,6,7,516,0
21/4/09,1147,0,66,315,36,82,28,277,343,0
20/4/09,536,0,71,53,28,71,5,118,190,0
23/4/09,1207,0,130,577,85,0,21,67,327,0
22/4/09,806,0,78,247,32,91,41,190,127,0
25/4/09,367,0,16,139,53,0,0,0,159,0
24/4/09,412,0,5,70,38,0,0,0,299,0
27/4/09,460,0,39,132,100,0,5,0,184,0
26/4/09,372,0,22,135,84,1,0,0,130,0
11/1/10,288,0,24,0,228,1,3,0,32,0
10/1/10,186,0,16,0,126,0,1,0,43,0
13/1/10,323,0,12,6,290,1,0,0,14,0
12/1/10,373,0,20,0,309,0,0,0,44,0
15/1/10,197,0,4,5,164,1,1,6,16,0
14/1/10,448,0,1,0,440,1,1,0,5,0
17/1/10,205,0,24,8,159,0,0,1,13,0
16/1/10,246,0,10,2,215,0,0,5,14,0
19/1/10,559,0,34,0,506,8,0,1,10,0
18/1/10,374,0,9,2,280,44,0,0,39,0
9/6/16,464,0,3,260,53,0,0,0,148,0
8/6/16,397,0,2,181,125,0,0,0,89,0
5/6/16,184,0,0,51,87,0,0,0,46,0
4/6/16,303,0,0,164,47,3,3,0,86,0
7/6/16,447,0,6,180,100,0,0,0,161,0
6/6/16,287,0,0,190,50,0,0,0,47,0
1/6/16,471,0,23,218,102,4,9,14,101,0
3/6/16,205,0,0,71,75,4,1,0,54,0
2/6/16,491,0,11,247,21,9,7,17,179,0
2/12/03,418,0,2,61,158,1,3,0,193,0
3/12/03,301,0,1,64,91,0,17,0,128,0
1/12/03,412,0,12,115,111,0,41,0,133,0
6/12/03,358,0,4,30,67,0,3,6,248,0
7/12/03,836,0,5,35,178,5,4,4,605,0
4/12/03,232,0,4,29,59,1,1,0,138,0
5/12/03,198,0,5,69,42,0,10,4,68,0
8/12/03,810,0,13,68,209,44,2,3,471,0
9/12/03,773,0,29,75,286,88,2,1,292,0
28/2/08,36,0,9,0,9,1,6,1,10,0
29/2/08,25,0,5,2,4,0,5,1,8,0
26/2/08,64,0,6,2,3,4,0,0,49,0
27/2/08,33,0,4,2,0,2,8,1,16,0
24/2/08,36,0,2,0,19,1,0,0,14,0
25/2/08,13,0,1,0,0,0,0,0,12,0
22/2/08,59,0,28,3,18,0,0,0,10,0
23/2/08,53,0,11,3,20,1,0,4,14,0
20/2/08,21,0,4,1,14,0,0,0,2,0
21/2/08,33,0,4,0,21,0,2,0,6,0
7/10/13,854,0,39,159,367,0,0,2,287,0
6/10/13,760,0,30,203,311,1,1,1,213,0
5/10/13,1023,0,34,236,360,6,0,0,387,0
4/10/13,785,0,27,356,188,0,0,11,203,0
3/10/13,416,0,24,65,204,1,0,0,122,0
2/10/13,782,0,15,373,97,0,0,1,296,0
1/10/13,666,0,9,173,277,0,0,0,207,0
9/10/13,1046,0,36,267,355,0,0,3,385,0
8/10/13,1132,0,37,230,645,3,2,5,210,0
29/12/17,442,0,5,73,246,0,0,0,118,0
28/12/17,432,0,9,26,304,0,0,0,93,0
27/12/17,562,0,6,189,219,0,1,4,143,0
26/12/17,708,0,7,109,373,14,0,1,204,0
25/12/17,582,0,4,140,238,3,0,1,196,0
24/12/17,605,0,6,132,312,2,0,1,152,0
23/12/17,687,0,1,192,120,164,0,3,207,0
22/12/17,1136,0,2,236,168,240,0,0,490,0
21/12/17,785,0,1,197,159,78,0,4,346,0
20/12/17,1460,0,21,445,213,42,0,1,738,0
30/4/14,412,0,21,88,7,4,0,5,287,0
28/10/11,2384,0,6,593,1429,3,0,0,353,0
9/9/08,1160,0,24,780,192,5,6,0,153,0
8/9/08,831,0,24,500,230,1,1,2,73,0
5/9/08,265,0,2,105,113,1,0,0,44,0
4/9/08,277,0,2,131,70,2,4,5,63,0
7/9/08,416,0,6,224,131,0,0,0,55,0
6/9/08,423,0,2,274,104,0,2,1,40,0
1/9/08,202,0,8,35,129,1,0,0,29,0
3/9/08,296,0,4,41,173,5,2,0,71,0
2/9/08,268,0,6,116,92,8,2,0,44,0
1/11/01,1214,0,0,291,807,3,0,1,112,0
3/11/01,1512,0,3,264,1094,0,0,1,150,0
2/11/01,1572,0,68,158,1152,0,0,0,194,0
5/11/01,1567,0,18,385,831,2,0,0,331,0
4/11/01,884,0,21,355,104,0,0,1,403,0
7/11/01,1336,0,9,232,759,16,0,0,320,0
6/11/01,1919,0,0,1142,560,47,0,0,170,0
9/11/01,946,0,1,33,358,0,0,2,552,0
8/11/01,1310,0,8,597,383,62,0,0,260,0
8/6/15,491,0,47,196,163,0,0,5,80,0
9/6/15,411,0,18,254,16,1,0,3,119,0
30/9/12,1288,0,58,343,107,33,0,0,747,0
10/6/07,771,0,4,552,32,0,0,0,183,0
11/6/07,429,0,7,211,49,0,4,1,157,0
12/6/07,671,0,5,399,37,2,3,1,224,0
13/6/07,511,0,5,252,55,0,5,0,194,0
14/6/07,708,0,9,438,46,3,6,4,202,0
15/6/07,540,0,5,336,47,3,0,0,149,0
16/6/07,423,0,10,262,43,0,1,1,106,0
17/6/07,125,0,6,30,7,0,2,0,80,0
18/6/07,100,0,6,34,0,0,1,1,58,0
19/6/07,40,0,0,0,14,3,3,0,20,0
1/9/05,611,0,50,312,142,1,0,1,105,0
2/9/05,453,0,35,115,220,2,0,0,81,0
3/9/05,425,0,7,258,106,1,0,0,53,0
4/9/05,377,0,7,132,218,1,0,0,19,0
5/9/05,606,0,3,379,186,0,5,5,28,0
6/9/05,515,0,11,275,185,10,0,4,30,0
7/9/05,610,0,42,284,259,0,0,4,21,0
8/9/05,605,1,37,304,142,1,0,4,116,0
9/9/05,485,0,40,158,234,4,0,0,49,0
31/5/10,188,0,2,141,21,0,0,0,24,0
30/5/10,54,0,0,10,16,0,0,0,28,0
21/10/08,1204,0,17,116,307,0,0,0,764,0
20/10/08,1199,0,12,317,125,0,3,3,739,0
23/10/08,2672,0,16,221,855,5,3,6,1566,0
22/10/08,1981,0,10,451,554,3,5,11,947,0
25/10/08,1592,0,6,215,550,0,0,0,821,0
24/10/08,1989,0,0,426,657,1,0,3,902,0
27/10/08,1179,0,23,427,330,0,4,0,395,0
26/10/08,1125,0,9,288,456,0,0,0,372,0
29/10/08,1212,0,47,350,442,45,4,10,314,0
28/10/08,1095,0,102,145,763,0,1,1,83,0
30/12/15,118,0,12,0,32,0,0,0,74,0
17/4/02,324,0,3,239,8,17,0,1,56,0
16/4/02,249,0,10,57,12,5,5,6,154,0
14/4/02,151,0,3,79,14,0,0,0,55,0
13/4/02,354,0,27,242,7,0,0,1,77,0
21/11/02,1101,0,5,48,228,0,0,9,811,0
19/7/01,288,0,1,246,36,3,0,0,2,0
18/7/01,133,0,19,28,70,0,0,0,16,0
11/4/02,294,0,36,117,17,13,4,10,97,0
11/7/01,163,0,5,28,50,0,0,0,80,0
10/7/01,276,0,0,218,31,0,0,0,27,0
13/7/01,153,0,6,105,31,0,0,0,11,0
10/4/02,220,0,1,120,25,16,3,7,48,0
15/7/01,194,0,1,151,24,1,0,0,17,0
14/7/01,196,0,0,108,82,2,0,0,4,0
17/7/01,136,0,5,100,28,0,0,0,3,0
16/7/01,193,0,9,46,119,4,0,0,15,0
30/4/11,703,0,96,241,47,0,0,6,313,0
15/3/01,82,0,17,20,12,1,3,7,22,0
14/3/01,107,0,35,10,28,4,1,12,17,0
17/3/01,65,0,0,19,19,0,0,0,27,0
16/3/01,58,0,16,16,23,0,0,0,3,0
11/3/01,26,0,2,5,14,0,0,0,5,0
10/3/01,50,0,2,4,35,1,0,0,8,0
13/3/01,95,0,3,31,17,7,0,16,21,0
12/3/01,126,0,23,8,40,0,2,10,43,0
19/3/01,128,0,22,2,28,40,0,3,33,0
18/3/01,27,0,3,12,11,1,0,0,0,0
26/5/01,686,0,9,283,64,0,0,0,330,0
26/2/06,33,0,12,1,14,0,1,0,5,0
27/2/06,54,0,6,5,20,4,0,0,19,0
4/3/03,131,0,29,3,90,3,1,0,5,0
5/3/03,124,0,36,0,70,4,3,0,11,0
6/3/03,145,0,64,0,49,12,10,4,6,0
7/3/03,121,0,23,1,70,11,1,0,15,0
1/3/03,39,0,10,5,10,0,0,0,14,0
2/3/03,56,0,13,0,35,0,0,0,8,0
3/3/03,104,0,32,4,57,0,5,0,6,0
8/3/03,117,0,38,0,76,3,0,0,0,0
9/3/03,160,0,37,0,76,3,0,0,44,0
4/12/09,2284,0,11,243,1219,1,0,0,810,0
5/12/09,2230,0,29,482,926,0,0,0,793,0
6/12/09,2533,0,95,147,1468,1,0,2,820,0
7/12/09,1787,0,175,122,1142,0,0,0,348,0
1/12/09,2366,0,17,73,1924,0,0,0,352,0
2/12/09,1585,0,6,386,1102,0,1,1,89,0
3/12/09,1863,0,39,817,595,1,0,0,411,0
28/2/06,104,0,18,35,6,5,0,3,37,0
8/12/09,2127,0,247,116,1315,0,0,0,449,0
9/12/09,2411,0,622,127,1195,0,0,1,466,0
11/6/15,379,0,74,144,7,6,0,7,141,0
10/6/15,237,0,50,37,44,0,0,0,106,0
13/6/15,157,0,17,49,14,0,0,5,72,0
12/6/15,195,0,24,41,8,9,0,0,113,0
15/6/15,162,0,5,66,19,0,0,0,72,0
14/6/15,185,0,4,66,19,0,0,0,96,0
17/6/15,224,0,0,52,57,0,0,0,115,0
16/6/15,234,0,0,178,3,0,0,0,53,0
19/6/15,231,0,2,93,44,1,0,0,91,0
18/6/15,341,0,0,225,22,5,0,0,89,0
22/5/01,518,0,17,114,151,6,0,8,222,0
30/11/02,465,0,32,46,245,0,0,0,142,0
22/11/04,629,0,12,46,218,1,0,9,343,0
23/11/04,353,0,11,72,52,11,0,18,189,0
20/11/04,888,0,0,112,364,2,0,0,410,0
21/11/04,593,0,15,113,96,4,0,5,360,0
26/11/04,519,0,24,117,211,4,1,4,158,0
27/11/04,1010,0,10,89,612,16,0,0,283,0
24/11/04,456,3,13,106,87,19,0,20,208,0
25/11/04,539,2,27,67,271,11,1,12,148,0
23/5/01,834,0,1,660,53,3,1,0,116,0
28/11/04,849,0,20,227,352,29,0,4,217,0
29/11/04,1455,0,48,95,1052,0,3,0,257,0
11/9/07,1424,0,41,831,145,2,0,0,405,0
10/9/07,1101,0,22,502,140,0,0,0,437,0
13/9/07,2214,0,50,1295,364,14,4,0,487,0
12/9/07,1817,0,59,801,230,8,0,0,719,0
15/9/07,1788,0,59,1033,341,2,8,0,345,0
14/9/07,1743,0,21,889,188,13,1,0,631,0
17/9/07,1783,0,102,928,443,1,0,0,309,0
16/9/07,2085,0,29,1249,184,0,0,0,623,0
19/9/07,2105,0,107,1168,464,1,0,0,365,0
18/9/07,3384,0,88,2365,410,0,10,4,507,0
14/2/07,211,0,15,5,40,0,0,2,149,0
15/2/07,233,0,12,4,20,3,1,0,193,0
16/2/07,253,0,13,2,33,7,5,2,191,0
17/2/07,392,0,1,15,6,3,40,4,323,0
10/2/07,219,0,39,6,88,0,0,0,86,0
11/2/07,203,0,50,8,43,0,0,0,102,0
12/2/07,317,0,40,1,105,0,0,1,170,0
13/2/07,223,0,12,3,37,0,0,0,171,0
18/2/07,645,0,5,3,5,8,119,0,505,0
19/2/07,424,0,6,14,49,77,15,0,263,0
3/4/09,273,0,8,18,36,3,0,0,208,0
2/4/09,255,0,51,23,30,3,1,25,122,0
1/4/09,306,0,42,24,80,15,8,44,93,0
7/4/09,574,1,57,94,24,9,10,9,370,0
6/4/09,296,0,26,61,39,0,0,1,169,0
5/4/09,242,0,9,41,23,0,0,0,169,0
4/4/09,211,0,8,11,18,2,2,0,170,0
9/4/09,609,0,68,48,13,24,41,84,331,0
8/4/09,374,0,48,33,18,20,45,9,201,0
31/1/10,218,0,3,0,0,1,65,2,147,0
30/1/10,113,0,3,0,10,5,11,2,82,0
27/6/16,427,0,0,306,21,1,0,3,96,0
26/6/16,86,0,0,40,18,0,0,0,28,0
25/6/16,346,0,0,244,13,0,0,3,86,0
24/6/16,111,0,0,91,18,0,0,0,2,0
23/6/16,201,0,2,125,19,2,0,0,53,0
22/6/16,272,0,4,196,13,0,0,1,58,0
21/6/16,174,0,1,99,19,0,0,0,55,0
20/6/16,400,0,0,284,23,0,0,0,93,0
29/6/16,814,0,10,630,60,1,0,6,107,0
28/6/16,327,0,17,133,124,3,0,0,50,0
24/12/03,19,0,1,0,16,1,1,0,0,0
25/12/03,32,0,7,0,25,0,0,0,0,0
26/12/03,24,0,2,1,15,0,0,2,4,0
27/12/03,115,0,1,2,26,3,0,0,83,0
20/12/03,170,0,1,4,148,0,0,0,17,0
21/12/03,177,0,4,1,147,0,0,0,25,0
22/12/03,126,0,8,2,107,1,0,0,8,0
23/12/03,164,0,21,0,132,0,0,4,7,0
28/12/03,49,0,1,1,12,2,0,1,32,0
29/12/03,146,0,6,0,69,0,0,1,70,0
26/12/05,337,0,35,2,65,62,0,0,173,0
27/12/05,264,0,22,4,112,23,0,11,92,0
24/12/05,390,0,8,26,144,6,0,0,206,0
25/12/05,316,0,58,8,125,28,0,0,97,0
22/12/05,594,0,9,6,451,1,1,9,117,0
23/12/05,598,0,12,21,389,0,0,0,176,0
20/12/05,790,0,40,38,648,5,0,3,56,0
21/12/05,822,0,37,4,694,0,5,4,78,0
28/12/05,466,0,24,1,166,79,1,1,194,0
29/12/05,486,0,16,5,204,91,0,15,155,0
29/8/09,443,0,24,204,182,0,0,2,31,0
28/8/09,488,3,225,51,195,0,0,1,13,0
25/8/09,551,0,187,157,155,1,0,0,51,0
24/8/09,568,0,89,150,279,0,0,6,44,0
27/8/09,442,0,99,126,156,2,0,1,58,0
26/8/09,514,0,170,76,229,0,0,0,39,0
21/8/09,439,0,20,44,275,0,0,0,100,0
20/8/09,338,0,31,108,93,6,0,7,93,0
23/8/09,493,0,91,117,226,2,0,0,57,0
22/8/09,484,0,23,178,203,0,0,1,79,0
1/2/08,177,0,6,1,130,0,0,0,40,0
2/2/08,71,0,1,8,23,0,0,2,37,0
3/2/08,31,0,0,1,7,0,0,0,23,0
4/2/08,56,0,0,3,18,0,0,0,35,0
5/2/08,23,0,1,0,18,0,0,0,4,0
6/2/08,34,0,1,0,1,2,0,0,30,0
7/2/08,21,0,2,0,6,1,0,0,12,0
8/2/08,24,0,0,0,14,0,0,0,10,0
9/2/08,46,0,18,1,11,0,0,3,13,0
30/4/16,148,0,7,60,3,8,1,16,53,0
8/11/06,1296,0,1,224,561,0,1,0,509,0
9/11/06,1838,0,2,576,394,3,14,0,849,0
6/11/06,1034,0,0,166,462,0,0,0,406,0
7/11/06,1342,0,4,226,411,1,2,0,698,0
4/11/06,667,0,2,176,108,7,0,0,374,0
5/11/06,913,0,0,142,234,0,0,4,533,0
2/11/06,600,0,7,286,150,0,0,0,157,0
3/11/06,538,0,0,85,138,1,0,0,314,0
1/11/06,720,0,11,138,198,0,0,1,372,0
15/5/07,272,0,55,56,21,7,46,9,78,0
14/5/07,378,0,83,11,55,6,16,21,186,0
17/5/07,172,0,9,56,38,7,8,0,54,0
16/5/07,285,0,19,151,42,8,0,10,55,0
11/5/07,763,5,68,147,30,28,86,51,348,0
10/5/07,589,0,46,139,32,3,11,11,347,0
13/5/07,363,0,7,67,18,9,7,14,241,0
12/5/07,333,0,43,46,11,8,16,11,198,0
19/5/07,90,0,14,31,29,2,0,0,14,0
18/5/07,151,0,5,91,8,6,0,0,41,0
27/9/08,519,0,60,130,193,9,0,7,120,0
26/9/08,567,0,48,88,393,9,0,2,27,0
25/9/08,432,1,26,185,123,20,2,5,70,0
24/9/08,373,0,6,106,197,1,0,1,62,0
23/9/08,367,0,4,60,170,0,0,1,132,0
22/9/08,522,0,8,101,311,0,0,0,102,0
21/9/08,719,0,43,128,469,0,0,2,77,0
20/9/08,783,0,27,363,239,1,0,0,153,0
22/11/13,86,0,0,1,30,1,0,0,54,0
23/11/13,82,0,1,3,29,6,0,1,42,0
20/11/13,701,0,20,16,530,0,0,0,135,0
21/11/13,273,0,11,23,162,3,0,0,74,0
26/11/13,470,0,36,7,333,37,0,5,52,0
27/11/13,286,0,36,1,146,45,0,2,56,0
29/9/08,1071,0,95,354,386,0,0,3,233,0
28/9/08,551,0,60,100,291,0,0,2,98,0
11/4/04,126,0,40,46,1,1,0,18,20,0
10/4/04,165,0,53,28,13,1,0,6,64,0
13/4/04,407,0,266,24,37,10,0,47,23,0
12/4/04,305,0,129,14,34,15,1,44,68,0
15/4/04,370,0,65,14,37,0,6,2,246,0
14/4/04,564,1,86,63,39,4,2,92,277,0
17/4/04,308,0,39,52,18,4,2,0,193,0
16/4/04,521,0,77,40,27,6,11,11,349,0
19/4/04,577,0,56,88,36,113,53,78,153,0
18/4/04,277,0,87,96,5,1,8,17,63,0
29/11/01,999,0,7,359,103,4,0,0,526,0
28/11/01,828,0,22,185,361,2,0,0,258,0
9/4/01,210,0,13,69,29,6,2,13,78,0
23/11/01,1300,0,21,152,643,0,0,0,484,0
22/11/01,1633,0,6,822,451,3,0,0,351,0
21/11/01,2285,0,21,182,1670,5,1,0,406,0
20/11/01,949,0,9,277,326,0,0,1,336,0
27/11/01,688,0,0,248,32,4,0,0,404,0
26/11/01,766,0,4,337,53,3,0,0,369,0
25/11/01,632,0,11,126,54,0,0,2,439,0
24/11/01,968,0,2,498,264,1,0,0,203,0
22/7/10,570,0,8,429,25,1,4,0,103,0
23/7/10,268,0,9,101,111,1,0,0,46,0
20/7/10,513,0,5,404,30,3,0,0,71,0
21/7/10,248,0,14,144,55,1,0,0,34,0
26/7/10,546,0,17,367,24,1,2,1,134,0
27/7/10,218,0,7,104,30,2,0,0,75,0
24/7/10,482,0,6,309,30,1,0,0,136,0
25/7/10,385,0,6,213,45,0,1,0,120,0
28/7/10,265,0,1,152,70,0,0,0,42,0
29/7/10,588,0,1,550,3,1,0,0,33,0
26/11/00,535,0,7,115,35,8,6,1,363,0
27/11/00,1122,0,3,16,95,0,9,1,998,0
24/11/00,652,2,1,50,18,2,3,0,576,0
25/11/00,451,0,1,40,25,1,2,2,380,0
22/11/00,441,0,1,28,69,0,8,0,335,0
23/11/00,719,0,0,39,111,2,2,0,565,0
20/11/00,597,0,0,13,45,0,2,0,537,0
21/11/00,401,0,0,26,70,0,0,0,305,0
28/11/00,404,0,14,27,17,0,2,2,342,0
29/11/00,911,0,2,25,206,2,1,1,674,0
30/7/13,520,0,9,332,99,1,0,4,75,0
31/7/13,387,0,13,40,180,1,0,0,153,0
9/10/08,1032,0,11,85,346,6,9,9,566,0
8/10/08,950,0,19,150,604,3,0,2,172,0
3/10/08,527,0,41,68,258,1,0,0,159,0
2/10/08,533,0,29,153,141,12,1,3,194,0
1/10/08,856,0,43,203,424,0,0,5,181,0
7/10/08,684,0,45,26,541,0,2,0,70,0
6/10/08,584,0,1,105,178,3,0,4,293,0
5/10/08,413,0,21,13,264,3,0,0,112,0
4/10/08,473,0,9,122,98,3,3,0,238,0
31/7/01,825,0,4,645,47,2,0,0,127,0
30/7/01,472,0,0,228,124,6,0,0,114,0
13/4/11,453,0,37,227,36,5,0,4,144,0
12/4/11,331,0,18,242,45,5,0,1,20,0
11/4/11,295,0,1,181,56,5,0,5,47,0
10/4/11,221,0,13,160,38,0,0,0,10,0
17/4/11,756,0,186,294,43,14,6,196,17,0
16/4/11,595,0,62,274,19,72,3,64,101,0
15/4/11,636,0,133,219,14,68,3,21,178,0
14/4/11,448,0,43,207,30,16,0,14,138,0
19/4/11,446,0,68,192,21,36,8,11,110,0
18/4/11,1007,0,296,270,42,143,0,143,113,0
25/4/05,337,0,30,61,50,0,6,17,173,0
24/4/05,548,0,35,175,42,0,0,1,295,0
27/4/05,570,4,182,62,46,59,34,94,89,0
26/4/05,941,7,127,104,52,91,47,110,403,0
21/4/05,1019,4,158,141,30,141,119,193,233,0
20/4/05,765,2,153,61,72,78,44,36,319,0
23/4/05,558,0,33,245,24,16,3,56,181,0
19/9/17,1551,0,64,334,132,0,1,0,1020,0
16/9/17,1253,0,27,507,216,2,2,0,499,0
17/9/17,1697,1,39,736,296,0,0,0,625,0
14/9/17,1206,0,71,304,370,0,0,0,461,0
15/9/17,1187,0,45,456,207,1,0,0,478,0
29/4/05,477,0,21,199,37,12,1,9,198,0
13/9/17,1286,0,45,404,195,0,2,2,638,0
10/9/17,1069,0,56,356,261,1,0,2,393,0
11/9/17,1084,0,76,430,105,0,0,8,465,0
